txn_id,member_id,ticker,txn_date,txn_type,quantity,percentage_fee,txn_time
5091,c81e72,BTC,14-01-2018,BUY,8.032728005,0.26,2018-01-14T04:20:36.435Z
5092,e4da3b,BTC,14-01-2018,BUY,8.195480477,0.3,2018-01-14T04:32:44.238Z
5093,c51ce4,ETH,14-01-2018,BUY,5.755292864,0.3,2018-01-14T05:01:46.258Z
5094,c81e72,ETH,14-01-2018,BUY,2.821704107,0.3,2018-01-14T06:23:55.106Z
5095,aab323,ETH,14-01-2018,BUY,5.743548192,0.3,2018-01-14T08:30:25.701Z
5096,eccbc8,ETH,14-01-2018,SELL,7.969322674,0.08,2018-01-14T10:14:43.933Z
5097,d3d944,ETH,14-01-2018,BUY,5.222103488,0.3,2018-01-14T10:42:26.207Z
5098,c4ca42,ETH,14-01-2018,BUY,6.439445217,0.3,2018-01-14T11:23:37.168Z
5099,e4da3b,BTC,14-01-2018,BUY,0.94399495,0.3,2018-01-14T12:09:50.799Z
5100,c51ce4,ETH,14-01-2018,BUY,9.603609224,0.06,2018-01-14T13:05:58.466Z
5101,c81e72,ETH,14-01-2018,BUY,5.24452026,0.3,2018-01-14T13:14:34.017Z
5102,e4da3b,ETH,14-01-2018,BUY,4.163695533,0.18,2018-01-14T13:25:48.321Z
5103,e4da3b,BTC,14-01-2018,BUY,3.099620879,0.11,2018-01-14T16:12:12.861Z
5104,d3d944,ETH,14-01-2018,BUY,4.507905192,0.3,2018-01-14T16:40:25.294Z
5105,d3d944,ETH,14-01-2018,BUY,7.331588565,0.3,2018-01-14T17:43:07.063Z
5106,c51ce4,BTC,14-01-2018,BUY,5.935342311,0.3,2018-01-14T17:59:33.926Z
5107,d3d944,BTC,14-01-2018,BUY,8.001723604,0.3,2018-01-14T18:05:36.093Z
5108,6512bd,ETH,14-01-2018,BUY,6.231800701,0.3,2018-01-14T18:52:25.876Z
5109,6512bd,ETH,14-01-2018,BUY,4.552113241,0.3,2018-01-14T20:59:05.055Z
5110,d3d944,BTC,14-01-2018,BUY,4.89817546,0.3,2018-01-14T21:04:20.917Z
5111,eccbc8,BTC,14-01-2018,BUY,1.783206976,0.3,2018-01-14T21:25:10.248Z
5112,aab323,BTC,14-01-2018,BUY,4.13086689,0.3,2018-01-14T22:47:09.522Z
5113,c9f0f8,BTC,15-01-2018,BUY,7.119410277,0.3,2018-01-15T00:32:53.680Z
5114,c9f0f8,ETH,15-01-2018,BUY,1.791422144,0.3,2018-01-15T01:58:37.939Z
5115,c9f0f8,BTC,15-01-2018,BUY,8.577109322,0.3,2018-01-15T03:24:35.289Z
5116,c4ca42,ETH,15-01-2018,BUY,6.936727933,0.17,2018-01-15T03:36:00.655Z
5117,6512bd,BTC,15-01-2018,BUY,6.733405403,0.3,2018-01-15T03:50:51.625Z
5118,eccbc8,BTC,15-01-2018,BUY,0.464202466,0.05,2018-01-15T05:49:55.119Z
5119,aab323,ETH,15-01-2018,BUY,2.75310102,0.3,2018-01-15T06:01:02.459Z
5120,a87ff6,ETH,15-01-2018,BUY,8.882771373,0.3,2018-01-15T06:29:12.920Z
5121,aab323,BTC,15-01-2018,BUY,4.976163384,0.3,2018-01-15T06:54:55.592Z
5122,e4da3b,BTC,15-01-2018,BUY,0.14259786,0.3,2018-01-15T09:38:15.543Z
5123,aab323,ETH,15-01-2018,SELL,6.777603655,0.29,2018-01-15T09:58:46.314Z
5124,6512bd,BTC,15-01-2018,BUY,2.135120563,0.3,2018-01-15T11:46:22.724Z
5125,c9f0f8,BTC,15-01-2018,BUY,1.038116862,0.21,2018-01-15T15:25:19.572Z
5126,c4ca42,BTC,15-01-2018,BUY,1.25796187,0.09,2018-01-15T17:35:11.447Z
5127,e4da3b,BTC,15-01-2018,BUY,1.273707676,0.3,2018-01-15T23:10:56.289Z
5128,c81e72,BTC,16-01-2018,BUY,5.595662407,0.3,2018-01-16T00:46:05.783Z
5129,e4da3b,BTC,16-01-2018,BUY,6.576248768,0.3,2018-01-16T01:16:20.841Z
5130,8f14e4,BTC,16-01-2018,BUY,5.487408103,0.3,2018-01-16T03:44:47.150Z
5131,c20ad4,BTC,16-01-2018,BUY,6.636414236,0.3,2018-01-16T05:11:33.235Z
5132,eccbc8,BTC,16-01-2018,BUY,5.601492216,0.3,2018-01-16T07:04:37.234Z
5133,a87ff6,BTC,16-01-2018,BUY,8.953559538,0.3,2018-01-16T07:42:11.595Z
5134,d3d944,BTC,16-01-2018,BUY,6.038938431,0.01,2018-01-16T08:06:32.459Z
5135,a87ff6,BTC,16-01-2018,BUY,5.431709918,0.3,2018-01-16T09:37:31.633Z
5136,aab323,BTC,16-01-2018,BUY,4.463669638,0.2,2018-01-16T10:32:51.966Z
5137,a87ff6,BTC,16-01-2018,BUY,3.690362459,0.3,2018-01-16T13:17:20.149Z
5138,c81e72,ETH,16-01-2018,BUY,3.087982001,0.3,2018-01-16T16:22:28.735Z
5139,aab323,ETH,16-01-2018,BUY,5.288550139,0.3,2018-01-16T19:09:42.807Z
5140,e4da3b,BTC,16-01-2018,BUY,4.6780374,0.07,2018-01-16T20:22:15.819Z
5141,6512bd,BTC,16-01-2018,SELL,2.867379117,0.3,2018-01-16T20:50:32.392Z
5142,a87ff6,ETH,16-01-2018,BUY,2.820368975,0.3,2018-01-16T20:51:40.616Z
5143,45c48c,ETH,16-01-2018,BUY,3.13605078,0.03,2018-01-16T21:06:53.617Z
5144,c9f0f8,ETH,16-01-2018,BUY,6.582013969,0.06,2018-01-16T21:19:02.144Z
5145,d3d944,ETH,16-01-2018,BUY,9.312205883,0.3,2018-01-16T21:55:05.126Z
5146,d3d944,BTC,17-01-2018,BUY,3.684276267,0.3,2018-01-17T02:24:12.140Z
5147,c9f0f8,BTC,17-01-2018,BUY,7.742992404,0.3,2018-01-17T02:47:31.821Z
5148,6512bd,BTC,17-01-2018,BUY,5.228486612,0.29,2018-01-17T03:15:31.093Z
5149,45c48c,BTC,17-01-2018,BUY,0.474921235,0.3,2018-01-17T03:25:08.121Z
5150,6512bd,BTC,17-01-2018,BUY,7.595191161,0.02,2018-01-17T03:29:15.676Z
5151,8f14e4,BTC,17-01-2018,SELL,0.604783859,0.04,2018-01-17T03:30:19.061Z
5152,c20ad4,ETH,17-01-2018,BUY,8.866386643,0.3,2018-01-17T04:59:50.735Z
5153,c20ad4,ETH,17-01-2018,BUY,9.25080878,0.3,2018-01-17T05:43:52.342Z
5154,167909,ETH,17-01-2018,BUY,1.495865682,0.3,2018-01-17T06:00:57.409Z
5155,aab323,BTC,17-01-2018,SELL,4.339102441,0.15,2018-01-17T06:26:29.133Z
5156,e4da3b,BTC,17-01-2018,BUY,6.808040066,0,2018-01-17T07:42:56.649Z
5157,d3d944,BTC,17-01-2018,BUY,4.926644011,0.3,2018-01-17T08:56:44.204Z
5158,167909,BTC,17-01-2018,SELL,1.466928885,0.3,2018-01-17T11:05:39.259Z
5159,c51ce4,ETH,17-01-2018,BUY,1.746338602,0.3,2018-01-17T12:12:39.190Z
5160,c4ca42,ETH,17-01-2018,BUY,6.060707227,0.3,2018-01-17T14:54:38.579Z
5161,a87ff6,BTC,17-01-2018,BUY,8.508380095,0.3,2018-01-17T15:04:14.621Z
5162,a87ff6,BTC,17-01-2018,BUY,4.34264939,0.12,2018-01-17T18:01:52.713Z
5163,a87ff6,ETH,17-01-2018,BUY,1.354760636,0.3,2018-01-17T18:25:23.528Z
5164,c4ca42,BTC,18-01-2018,BUY,3.309045115,0.3,2018-01-18T01:49:10.024Z
5165,a87ff6,BTC,18-01-2018,SELL,0.762208967,0.3,2018-01-18T02:52:21.352Z
5166,167909,BTC,18-01-2018,BUY,4.114536218,0.3,2018-01-18T06:14:18.992Z
5167,aab323,BTC,18-01-2018,BUY,6.47166979,0.3,2018-01-18T06:42:17.940Z
5168,c4ca42,ETH,18-01-2018,BUY,7.663712144,0.3,2018-01-18T09:22:43.793Z
5169,d3d944,BTC,18-01-2018,BUY,8.275978378,0.3,2018-01-18T10:48:01.126Z
5170,c81e72,BTC,18-01-2018,BUY,4.066682322,0.3,2018-01-18T11:20:49.964Z
5171,167909,BTC,18-01-2018,BUY,5.631998393,0.28,2018-01-18T12:23:48.072Z
5172,c20ad4,BTC,18-01-2018,BUY,3.087666306,0.3,2018-01-18T13:11:48.857Z
5173,c20ad4,BTC,18-01-2018,BUY,5.234035755,0.3,2018-01-18T15:27:03.283Z
5174,c4ca42,ETH,18-01-2018,BUY,0.892832944,0.3,2018-01-18T15:31:16.021Z
5175,aab323,ETH,18-01-2018,BUY,4.405048142,0.3,2018-01-18T17:28:27.632Z
5176,a87ff6,ETH,18-01-2018,BUY,1.656931575,0.3,2018-01-18T20:20:08.941Z
5177,6512bd,ETH,18-01-2018,SELL,0.428519061,0.3,2018-01-18T21:29:06.487Z
5178,eccbc8,ETH,18-01-2018,BUY,7.382025673,0.24,2018-01-18T22:09:31.922Z
5179,c9f0f8,ETH,19-01-2018,BUY,6.246829189,0.3,2018-01-19T02:56:21.139Z
5180,c81e72,ETH,19-01-2018,SELL,0.827869709,0.3,2018-01-19T03:21:17.337Z
5181,c20ad4,BTC,19-01-2018,BUY,0.074512177,0.3,2018-01-19T05:34:09.453Z
5182,c20ad4,BTC,19-01-2018,BUY,8.673842283,0.3,2018-01-19T06:02:01.211Z
5183,e4da3b,BTC,19-01-2018,BUY,8.510391711,0.3,2018-01-19T06:57:27.224Z
5184,8f14e4,BTC,19-01-2018,SELL,7.387211185,0.3,2018-01-19T07:00:28.111Z
5185,c9f0f8,BTC,19-01-2018,SELL,9.059121047,0,2018-01-19T07:22:42.328Z
5186,e4da3b,BTC,19-01-2018,BUY,1.401216838,0.3,2018-01-19T08:23:37.858Z
5187,aab323,BTC,19-01-2018,BUY,4.756558381,0.3,2018-01-19T09:26:18.678Z
5188,a87ff6,ETH,19-01-2018,SELL,2.978430285,0.3,2018-01-19T09:45:40.795Z
5189,aab323,ETH,19-01-2018,SELL,4.512803251,0.3,2018-01-19T13:00:04.959Z
5190,6512bd,ETH,19-01-2018,SELL,5.262330685,0.3,2018-01-19T13:39:22.021Z
5191,c81e72,ETH,19-01-2018,BUY,4.740826036,0.3,2018-01-19T14:05:18.471Z
5192,c4ca42,BTC,19-01-2018,BUY,3.501549385,0.3,2018-01-19T14:16:32.758Z
5193,aab323,BTC,19-01-2018,BUY,7.816705012,0.3,2018-01-19T15:20:24.593Z
5194,6512bd,BTC,19-01-2018,SELL,0.320734582,0.3,2018-01-19T16:50:58.890Z
5195,45c48c,ETH,19-01-2018,BUY,0.75487546,0.3,2018-01-19T18:16:17.516Z
5196,a87ff6,ETH,19-01-2018,BUY,9.320847858,0.3,2018-01-19T23:52:43.657Z
5197,c4ca42,BTC,20-01-2018,SELL,4.568166094,0.06,2018-01-20T00:52:17.125Z
5198,c9f0f8,ETH,20-01-2018,BUY,7.239476727,0.05,2018-01-20T03:48:59.905Z
5199,8f14e4,BTC,20-01-2018,BUY,2.397178796,0.3,2018-01-20T05:07:09.583Z
5200,c4ca42,BTC,20-01-2018,BUY,0.448477004,0.3,2018-01-20T06:07:16.238Z
5201,c9f0f8,BTC,20-01-2018,BUY,3.675435266,0.06,2018-01-20T06:11:57.885Z
5202,c81e72,ETH,20-01-2018,SELL,8.327127747,0.3,2018-01-20T10:07:57.296Z
5203,c81e72,BTC,20-01-2018,BUY,8.565038704,0.3,2018-01-20T11:23:45.834Z
5204,c4ca42,BTC,20-01-2018,BUY,1.387478716,0.3,2018-01-20T11:40:55.502Z
5205,c9f0f8,BTC,20-01-2018,BUY,1.063519425,0.3,2018-01-20T12:07:23.321Z
5206,e4da3b,BTC,20-01-2018,BUY,8.537904865,0.3,2018-01-20T13:14:34.843Z
5207,aab323,BTC,20-01-2018,BUY,5.488008903,0.18,2018-01-20T13:27:29.926Z
5208,d3d944,BTC,20-01-2018,BUY,2.064277978,0.3,2018-01-20T16:14:59.415Z
5209,aab323,ETH,20-01-2018,BUY,8.981392238,0.3,2018-01-20T16:48:39.235Z
5210,c81e72,ETH,20-01-2018,BUY,5.839655624,0.24,2018-01-20T20:06:45.549Z
5211,c81e72,BTC,21-01-2018,BUY,7.01192756,0.3,2018-01-21T03:22:40.372Z
5212,c81e72,ETH,21-01-2018,BUY,8.468629201,0.3,2018-01-21T05:41:31.527Z
5213,6512bd,BTC,21-01-2018,BUY,1.051202637,0.3,2018-01-21T06:49:52.919Z
5214,6512bd,BTC,21-01-2018,BUY,9.839379985,0.3,2018-01-21T07:27:25.622Z
5215,a87ff6,BTC,21-01-2018,BUY,9.792127446,0.3,2018-01-21T16:13:36.403Z
5216,c81e72,BTC,21-01-2018,BUY,1.677542521,0.3,2018-01-21T16:48:53.465Z
5217,a87ff6,ETH,21-01-2018,BUY,9.025755866,0.17,2018-01-21T18:43:15.404Z
5218,eccbc8,ETH,21-01-2018,BUY,7.403077144,0.3,2018-01-21T21:42:18.642Z
5219,aab323,BTC,21-01-2018,BUY,6.241689207,0.15,2018-01-21T22:17:26.219Z
5220,8f14e4,BTC,21-01-2018,BUY,9.406140361,0.02,2018-01-21T22:57:33.332Z
5221,d3d944,BTC,22-01-2018,BUY,7.578671057,0.3,2018-01-22T02:06:20.941Z
5222,e4da3b,BTC,22-01-2018,SELL,6.807048363,0.3,2018-01-22T02:52:02.805Z
5223,c4ca42,ETH,22-01-2018,BUY,5.904038593,0.3,2018-01-22T03:18:41.650Z
5224,c20ad4,BTC,22-01-2018,BUY,6.238962345,0.3,2018-01-22T04:06:03.077Z
5225,a87ff6,BTC,22-01-2018,BUY,5.091546327,0.17,2018-01-22T06:14:20.951Z
5226,d3d944,ETH,22-01-2018,SELL,6.125236367,0.04,2018-01-22T07:14:24.061Z
5227,c4ca42,BTC,22-01-2018,BUY,7.470131976,0.3,2018-01-22T10:20:54.146Z
5228,aab323,ETH,22-01-2018,BUY,6.380327855,0.3,2018-01-22T12:47:46.572Z
5229,167909,BTC,22-01-2018,BUY,5.044159931,0.3,2018-01-22T16:35:23.346Z
5230,c4ca42,BTC,22-01-2018,BUY,8.368404269,0.3,2018-01-22T16:46:52.513Z
5231,6512bd,BTC,22-01-2018,SELL,5.930854077,0.07,2018-01-22T17:08:40.608Z
5232,c81e72,BTC,22-01-2018,SELL,3.131542295,0.3,2018-01-22T17:36:44.988Z
5233,c81e72,ETH,22-01-2018,BUY,0.873862081,0.3,2018-01-22T18:16:51.183Z
5234,8f14e4,ETH,22-01-2018,BUY,9.685886555,0.3,2018-01-22T20:58:21.653Z
5235,d3d944,BTC,22-01-2018,BUY,9.475414897,0.24,2018-01-22T22:43:51.049Z
5236,c51ce4,ETH,22-01-2018,BUY,6.037384671,0.3,2018-01-22T23:26:45.234Z
5237,c9f0f8,ETH,23-01-2018,BUY,7.511035106,0.27,2018-01-23T03:18:50.881Z
5238,c81e72,BTC,23-01-2018,BUY,1.113634511,0.3,2018-01-23T05:47:31.953Z
5239,aab323,BTC,23-01-2018,BUY,9.451711567,0.16,2018-01-23T05:47:47.925Z
5240,45c48c,BTC,23-01-2018,BUY,7.01803687,0.3,2018-01-23T06:31:35.469Z
5241,6512bd,ETH,23-01-2018,BUY,1.38412779,0.3,2018-01-23T13:41:19.356Z
5242,e4da3b,BTC,23-01-2018,BUY,1.64868682,0.3,2018-01-23T15:34:52.517Z
5243,c4ca42,ETH,23-01-2018,BUY,8.58619188,0.04,2018-01-23T18:42:44.793Z
5244,c9f0f8,BTC,24-01-2018,BUY,0.292841358,0.3,2018-01-24T04:02:28.768Z
5245,6512bd,ETH,24-01-2018,BUY,8.817581904,0.3,2018-01-24T04:34:53.619Z
5246,c9f0f8,ETH,24-01-2018,BUY,4.290546623,0.3,2018-01-24T04:48:38.565Z
5247,6512bd,BTC,24-01-2018,BUY,0.765063034,0.16,2018-01-24T06:23:16.483Z
5248,8f14e4,ETH,24-01-2018,BUY,3.605870317,0.3,2018-01-24T06:52:34.711Z
5249,c20ad4,BTC,24-01-2018,BUY,2.724988096,0.3,2018-01-24T09:14:19.826Z
5250,aab323,ETH,24-01-2018,BUY,8.658891519,0.3,2018-01-24T11:20:14.098Z
5251,c4ca42,ETH,24-01-2018,BUY,9.099146207,0.3,2018-01-24T11:26:19.957Z
5252,c51ce4,ETH,24-01-2018,BUY,5.773749958,0.3,2018-01-24T20:07:37.557Z
5253,c20ad4,BTC,24-01-2018,BUY,6.052145615,0.3,2018-01-24T22:01:24.547Z
5254,c51ce4,ETH,25-01-2018,BUY,1.421320183,0.3,2018-01-25T00:04:59.499Z
5255,6512bd,ETH,25-01-2018,SELL,0.482142726,0.3,2018-01-25T02:45:04.596Z
5256,45c48c,BTC,25-01-2018,BUY,1.766856728,0.3,2018-01-25T03:11:38.153Z
5257,c4ca42,ETH,25-01-2018,BUY,0.573962528,0.3,2018-01-25T05:29:48.612Z
5258,c9f0f8,ETH,25-01-2018,BUY,4.473103207,0.3,2018-01-25T07:11:25.530Z
5259,c9f0f8,BTC,25-01-2018,BUY,8.017554685,0.3,2018-01-25T08:17:46.592Z
5260,c9f0f8,BTC,25-01-2018,BUY,1.466356956,0.3,2018-01-25T08:46:39.854Z
5261,167909,BTC,25-01-2018,BUY,9.602403852,0.03,2018-01-25T09:22:10.725Z
5262,a87ff6,ETH,25-01-2018,BUY,0.240084092,0.3,2018-01-25T14:36:16.361Z
5263,c9f0f8,BTC,25-01-2018,BUY,0.448320568,0.3,2018-01-25T14:49:58.676Z
5264,eccbc8,ETH,25-01-2018,SELL,3.585561573,0.17,2018-01-25T16:10:57.049Z
5265,c20ad4,BTC,25-01-2018,SELL,6.656894769,0.3,2018-01-25T20:18:23.288Z
5266,a87ff6,ETH,25-01-2018,SELL,0.84181098,0.3,2018-01-25T22:51:05.673Z
5267,c4ca42,BTC,25-01-2018,BUY,6.857972255,0.3,2018-01-25T22:59:41.677Z
5268,d3d944,BTC,25-01-2018,BUY,8.920127451,0.28,2018-01-25T23:48:36.983Z
5269,8f14e4,BTC,26-01-2018,BUY,1.022911657,0.3,2018-01-26T00:52:17.947Z
5270,c81e72,ETH,26-01-2018,BUY,1.545634997,0.3,2018-01-26T01:46:43.268Z
5271,c4ca42,BTC,26-01-2018,SELL,1.249862797,0.3,2018-01-26T05:30:07.845Z
5272,c51ce4,ETH,26-01-2018,BUY,1.901297283,0.3,2018-01-26T06:02:31.230Z
5273,c9f0f8,BTC,26-01-2018,SELL,4.941139978,0.3,2018-01-26T07:11:35.261Z
5274,c20ad4,BTC,26-01-2018,BUY,4.304679159,0.09,2018-01-26T08:40:51.127Z
5275,167909,BTC,26-01-2018,BUY,9.711653775,0.3,2018-01-26T11:08:48.290Z
5276,167909,ETH,26-01-2018,BUY,6.243129547,0.3,2018-01-26T11:55:30.052Z
5277,45c48c,ETH,26-01-2018,BUY,2.288565084,0.3,2018-01-26T12:55:00.164Z
5278,45c48c,BTC,26-01-2018,BUY,1.351561075,0.3,2018-01-26T14:33:00.128Z
5279,6512bd,ETH,26-01-2018,BUY,7.606207865,0.3,2018-01-26T18:25:00.506Z
5280,8f14e4,BTC,26-01-2018,BUY,8.336312807,0.3,2018-01-26T18:56:09.620Z
5281,c4ca42,ETH,26-01-2018,BUY,4.150209067,0.3,2018-01-26T20:40:14.042Z
5282,c4ca42,ETH,26-01-2018,BUY,6.267944602,0.3,2018-01-26T23:02:10.367Z
5283,aab323,ETH,26-01-2018,BUY,9.060810527,0.3,2018-01-26T23:16:29.213Z
5284,45c48c,BTC,27-01-2018,BUY,5.185648669,0.3,2018-01-27T04:59:41.213Z
5285,e4da3b,ETH,27-01-2018,BUY,9.119425762,0.3,2018-01-27T05:58:20.465Z
5286,a87ff6,BTC,27-01-2018,SELL,3.592936631,0.29,2018-01-27T07:44:53.521Z
5287,c20ad4,ETH,27-01-2018,BUY,1.34138622,0.27,2018-01-27T14:36:07.386Z
5288,c81e72,ETH,27-01-2018,BUY,5.202594125,0.3,2018-01-27T15:02:02.458Z
5289,d3d944,BTC,27-01-2018,BUY,5.178865201,0.3,2018-01-27T15:43:52.528Z
5290,45c48c,BTC,27-01-2018,BUY,5.207782581,0.3,2018-01-27T19:10:00.395Z
5291,c9f0f8,BTC,27-01-2018,SELL,0.309791383,0.3,2018-01-27T21:13:51.763Z
5292,6512bd,BTC,27-01-2018,BUY,8.680036668,0.3,2018-01-27T23:18:38.511Z
5293,c4ca42,BTC,28-01-2018,SELL,6.434494402,0.06,2018-01-28T03:07:41.887Z
5294,eccbc8,BTC,28-01-2018,SELL,4.111768179,0.22,2018-01-28T04:03:13.078Z
5295,45c48c,ETH,28-01-2018,BUY,2.986873636,0.3,2018-01-28T05:09:36.537Z
5296,c4ca42,BTC,28-01-2018,BUY,2.820154831,0.3,2018-01-28T05:29:07.603Z
5297,c20ad4,ETH,28-01-2018,BUY,0.690032717,0.27,2018-01-28T08:51:27.043Z
5298,c81e72,BTC,28-01-2018,SELL,1.145879326,0.13,2018-01-28T10:13:07.279Z
5299,a87ff6,ETH,28-01-2018,BUY,5.661949523,0.3,2018-01-28T10:13:35.464Z
5300,c81e72,BTC,28-01-2018,SELL,8.605345857,0.3,2018-01-28T11:12:48.583Z
5301,c4ca42,ETH,28-01-2018,BUY,8.712519024,0.12,2018-01-28T11:22:08.640Z
5302,c81e72,ETH,28-01-2018,BUY,3.905248444,0.3,2018-01-28T12:50:30.958Z
5303,c81e72,BTC,28-01-2018,BUY,1.747316547,0.3,2018-01-28T13:32:28.547Z
5304,c9f0f8,ETH,28-01-2018,BUY,3.809050301,0.3,2018-01-28T16:24:49.895Z
5305,eccbc8,ETH,28-01-2018,BUY,5.738296418,0.3,2018-01-28T18:01:28.308Z
5306,aab323,BTC,28-01-2018,BUY,5.11840525,0.3,2018-01-28T18:59:53.997Z
5307,c4ca42,ETH,28-01-2018,BUY,3.125051679,0.3,2018-01-28T20:00:00.483Z
5308,c4ca42,BTC,28-01-2018,BUY,2.614781527,0.3,2018-01-28T22:26:54.819Z
5309,45c48c,BTC,29-01-2018,BUY,7.943003195,0.3,2018-01-29T00:37:58.289Z
5310,d3d944,BTC,29-01-2018,BUY,9.413479751,0.3,2018-01-29T01:02:40.347Z
5311,167909,ETH,29-01-2018,SELL,4.862823923,0.28,2018-01-29T02:22:07.750Z
5312,c81e72,ETH,29-01-2018,BUY,6.663623645,0.23,2018-01-29T04:15:36.538Z
5313,a87ff6,ETH,29-01-2018,BUY,2.278950685,0.3,2018-01-29T07:05:22.875Z
5314,6512bd,BTC,29-01-2018,SELL,6.633302858,0.3,2018-01-29T13:13:39.440Z
5315,e4da3b,ETH,29-01-2018,BUY,0.274823267,0.27,2018-01-29T13:22:09.275Z
5316,c20ad4,BTC,29-01-2018,BUY,5.117107204,0.27,2018-01-29T16:53:43.556Z
5317,e4da3b,ETH,29-01-2018,BUY,0.130988394,0.3,2018-01-29T22:31:06.473Z
5318,d3d944,BTC,30-01-2018,BUY,2.299109252,0.3,2018-01-30T00:13:42.526Z
5319,c4ca42,ETH,30-01-2018,BUY,3.269981899,0.04,2018-01-30T00:58:41.954Z
5320,c4ca42,BTC,30-01-2018,BUY,8.906698346,0.3,2018-01-30T04:36:27.890Z
5321,a87ff6,ETH,30-01-2018,BUY,0.559679342,0.3,2018-01-30T04:49:44.792Z
5322,c9f0f8,BTC,30-01-2018,BUY,8.380692434,0.3,2018-01-30T10:10:41.435Z
5323,eccbc8,BTC,30-01-2018,BUY,7.514612187,0.3,2018-01-30T11:18:22.421Z
5324,c4ca42,BTC,30-01-2018,BUY,0.449344803,0.14,2018-01-30T14:16:20.805Z
5325,eccbc8,BTC,30-01-2018,BUY,4.722425035,0.3,2018-01-30T17:31:02.341Z
5326,8f14e4,BTC,30-01-2018,SELL,0.806785945,0.3,2018-01-30T18:11:19.912Z
5327,c20ad4,ETH,30-01-2018,SELL,0.338052246,0.3,2018-01-30T18:56:52.106Z
5328,eccbc8,ETH,30-01-2018,SELL,9.163801601,0.23,2018-01-30T22:14:47.260Z
5329,aab323,BTC,30-01-2018,BUY,3.587988623,0.3,2018-01-30T23:51:58.127Z
5330,6512bd,BTC,31-01-2018,BUY,8.878014381,0.3,2018-01-31T00:28:48.561Z
5331,c81e72,ETH,31-01-2018,BUY,1.772987865,0.26,2018-01-31T00:39:06.970Z
5332,c20ad4,BTC,31-01-2018,BUY,5.779368384,0.3,2018-01-31T01:22:14.290Z
5333,45c48c,ETH,31-01-2018,BUY,6.793504152,0.3,2018-01-31T01:34:22.181Z
5334,c81e72,ETH,31-01-2018,BUY,3.213083281,0.3,2018-01-31T01:50:31.229Z
5335,c20ad4,BTC,31-01-2018,BUY,3.208785261,0.3,2018-01-31T02:21:00.243Z
5336,c81e72,ETH,31-01-2018,BUY,6.76429603,0.3,2018-01-31T02:22:21.704Z
5337,c51ce4,BTC,31-01-2018,BUY,9.331909739,0.3,2018-01-31T04:55:32.665Z
5338,d3d944,ETH,31-01-2018,BUY,5.224894433,0.3,2018-01-31T06:40:25.017Z
5339,aab323,BTC,31-01-2018,BUY,6.784402008,0.3,2018-01-31T08:43:37.260Z
5340,aab323,BTC,31-01-2018,SELL,2.24453383,0.3,2018-01-31T11:43:24.442Z
5341,c9f0f8,BTC,31-01-2018,BUY,8.824533734,0.26,2018-01-31T12:16:20.579Z
5342,a87ff6,ETH,31-01-2018,BUY,6.312990308,0.3,2018-01-31T14:47:30.130Z
5343,c20ad4,BTC,31-01-2018,BUY,9.335807616,0.16,2018-01-31T19:47:30.052Z
5344,e4da3b,BTC,31-01-2018,BUY,2.191774822,0.03,2018-01-31T22:35:47.654Z
5345,eccbc8,BTC,31-01-2018,BUY,4.894388566,0.3,2018-01-31T23:01:02.409Z
5346,c20ad4,BTC,01-02-2018,BUY,2.522671645,0.09,2018-02-01T01:34:28.548Z
5347,d3d944,BTC,01-02-2018,BUY,8.659788585,0.09,2018-02-01T04:21:03.956Z
5348,d3d944,ETH,01-02-2018,BUY,7.596924925,0.3,2018-02-01T05:10:56.806Z
5349,a87ff6,BTC,01-02-2018,SELL,9.147514678,0.3,2018-02-01T05:27:55.179Z
5350,8f14e4,BTC,01-02-2018,BUY,4.815303235,0.3,2018-02-01T09:03:45.475Z
5351,167909,BTC,01-02-2018,BUY,6.27665264,0.3,2018-02-01T09:15:27.007Z
5352,a87ff6,ETH,01-02-2018,BUY,0.061713184,0.3,2018-02-01T11:36:16.606Z
5353,167909,BTC,01-02-2018,SELL,1.325484155,0.3,2018-02-01T14:47:35.624Z
5354,c20ad4,BTC,01-02-2018,BUY,8.659000634,0.3,2018-02-01T20:20:22.501Z
5355,aab323,BTC,01-02-2018,SELL,9.606717514,0.3,2018-02-01T20:39:06.174Z
5356,d3d944,ETH,01-02-2018,BUY,0.823789853,0.25,2018-02-01T21:10:26.316Z
5357,c81e72,BTC,01-02-2018,BUY,6.259800017,0.07,2018-02-01T23:33:18.627Z
5358,c9f0f8,BTC,02-02-2018,BUY,7.838511753,0.3,2018-02-02T00:16:41.743Z
5359,a87ff6,BTC,02-02-2018,BUY,7.046084099,0.1,2018-02-02T02:38:19.437Z
5360,45c48c,BTC,02-02-2018,BUY,3.607678232,0.3,2018-02-02T04:07:30.448Z
5361,e4da3b,BTC,02-02-2018,SELL,6.474265747,0.03,2018-02-02T05:33:48.696Z
5362,45c48c,ETH,02-02-2018,BUY,2.305252261,0.3,2018-02-02T06:05:43.279Z
5363,aab323,BTC,02-02-2018,BUY,5.70066295,0.3,2018-02-02T06:23:36.881Z
5364,c20ad4,BTC,02-02-2018,BUY,3.651310169,0.3,2018-02-02T07:23:42.271Z
5365,c51ce4,ETH,02-02-2018,SELL,5.2107316,0.05,2018-02-02T07:52:13.613Z
5366,c4ca42,ETH,02-02-2018,BUY,8.352875537,0.3,2018-02-02T08:08:34.449Z
